Branch,City,CM Orders,Current Month MTD,Customer type,Date,Gender,Invoice ID,Last 7 Days,Last N Days,Payment,PM Orders,Previous Month MTD,Product line,Rating Categories,Selected Date Filter,Tag Filter,Time,CM COGS,CM Gross Income,CM Quantity,CM Rating,CM Total,Cogs,Gross Income,Gross Margin Percentage,PM COGS,PM Gross Income,PM Quantity,PM Total,Quantity,Rating,Sort,Tax 5%,Total,Unit price,Year
B,Mandalay,,False,Normal,1/26/2019,Male,641-43-2399,False,False,Ewallet,,False,Home and lifestyle,Neutral,False,True,12/30/1899 8:23:00 PM,,,,,,102.2,$5.1,4.761904762,,,,,4,5.7,107.31,5.11,$107.3,25.55,2019
A,Yangon,831-07-6050,True,Normal,3/19/2019,Male,831-07-6050,False,True,Credit card,,False,Electronic accessories,Happy,False,True,12/30/1899 11:30:00 AM,$164,$8,5.0,$99,$172,163.55,$8.2,4.761904762,,,,,5,9.9,171.7275,8.1775,$171.7,32.71,2019
C,Naypyitaw,,False,Member,1/13/2019,Female,556-86-3144,False,False,Cash,,False,Fashion accessories,Neutral,False,True,12/30/1899 7:30:00 PM,,,,,,74.29,$3.7,4.761904762,,,,,1,5,78.0045,3.7145,$78.0,74.29,2019
C,Naypyitaw,848-24-9445,True,Member,3/26/2019,Male,848-24-9445,True,True,Cash,,False,Health and beauty,Dissatisfied,False,True,12/30/1899 6:03:00 PM,$87,$4,2.0,$49,$92,87.4,$4.4,4.761904762,,,,,2,4.9,91.77,4.37,$91.8,43.7,2019
A,Yangon,856-22-8149,True,Normal,3/23/2019,Female,856-22-8149,False,True,Ewallet,,False,Home and lifestyle,Neutral,False,True,12/30/1899 10:13:00 AM,$25,$1,1.0,$61,$27,25.29,$1.3,4.761904762,,,,,1,6.1,26.5545,1.2645,$26.6,25.29,2019
C,Naypyitaw,699-01-4164,True,Normal,3/12/2019,Male,699-01-4164,False,False,Credit card,,False,Health and beauty,Satisfied,False,True,12/30/1899 7:58:00 PM,$166,$8,4.0,$82,$174,166,$8.3,4.761904762,,,,,4,8.2,174.3,8.3,$174.3,41.5,2019
C,Naypyitaw,,False,Member,2/17/2019,Female,420-11-4919,False,False,Credit card,420-11-4919,True,Food and beverages,Neutral,False,True,12/30/1899 7:57:00 PM,,,,,,356.95,$17.8,4.761904762,356.95,17.8475,5,374.7975,5,5.5,374.7975,17.8475,$374.8,71.39,2019
C,Naypyitaw,,False,Member,1/29/2019,Female,606-80-4905,False,False,Credit card,,False,Sports and travel,Neutral,False,True,12/30/1899 10:01:00 AM,,,,,,114.9,$5.7,4.761904762,,,,,6,6.8,120.645,5.745,$120.6,19.15,2019
B,Mandalay,542-41-0513,True,Member,3/15/2019,Female,542-41-0513,False,False,Cash,,False,Electronic accessories,Neutral,False,True,12/30/1899 11:57:00 AM,$230,$11,4.0,$66,$241,229.96,$11.5,4.761904762,,,,,4,6.6,241.458,11.498,$241.5,57.49,2019
C,Naypyitaw,,False,Normal,1/14/2019,Male,426-39-2418,False,False,Cash,,False,Electronic accessories,Happy,False,True,12/30/1899 10:02:00 AM,,,,,,429.87,$21.5,4.761904762,,,,,7,9.8,451.3635,21.4935,$451.4,61.41,2019
B,Mandalay,,False,Member,2/6/2019,Male,875-46-5808,False,False,Ewallet,875-46-5808,True,Health and beauty,Satisfied,False,True,12/30/1899 2:51:00 PM,,,,,,259,$13.0,4.761904762,259,12.95,10,271.95,10,8.7,271.95,12.95,$272.0,25.9,2019
B,Mandalay,,False,Member,2/15/2019,Male,394-43-4238,False,False,Credit card,394-43-4238,True,Home and lifestyle,Neutral,False,True,12/30/1899 12:42:00 PM,,,,,,88.85,$4.4,4.761904762,88.85,4.4425,5,93.2925,5,5.4,93.2925,4.4425,$93.3,17.77,2019
A,Yangon,,False,Normal,1/3/2019,Female,749-24-1565,False,False,Ewallet,,False,Health and beauty,Satisfied,False,True,12/30/1899 12:02:00 PM,,,,,,207.27,$10.4,4.761904762,,,,,9,7.9,217.6335,10.3635,$217.6,23.03,2019
C,Naypyitaw,,False,Member,1/4/2019,Female,672-51-8681,False,False,Credit card,,False,Electronic accessories,Happy,False,True,12/30/1899 6:19:00 PM,,,,,,599.85,$30.0,4.761904762,,,,,9,9.7,629.8425,29.9925,$629.8,66.65,2019
C,Naypyitaw,263-87-5680,True,Member,3/18/2019,Female,263-87-5680,False,True,Ewallet,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 5:38:00 PM,$285,$14,10.0,$78,$300,285.3,$14.3,4.761904762,,,,,10,7.8,299.565,14.265,$299.6,28.53,2019
B,Mandalay,573-58-9734,True,Normal,3/28/2019,Female,573-58-9734,True,True,Ewallet,,False,Fashion accessories,Neutral,False,True,12/30/1899 1:41:00 PM,$91,$5,3.0,$51,$96,91.11,$4.6,4.761904762,,,,,3,5.1,95.6655,4.5555,$95.7,30.37,2019
B,Mandalay,817-69-8206,True,Normal,3/2/2019,Female,817-69-8206,False,False,Credit card,,False,Electronic accessories,Neutral,False,True,12/30/1899 7:42:00 PM,$898,$45,9.0,$65,$942,897.57,$44.9,4.761904762,,,,,9,6.5,942.4485,44.8785,$942.4,99.73,2019
A,Yangon,,False,Normal,1/25/2019,Male,888-02-0338,False,False,Ewallet,,False,Electronic accessories,Neutral,False,True,12/30/1899 8:24:00 PM,,,,,,236.07,$11.8,4.761904762,,,,,9,5.9,247.8735,11.8035,$247.9,26.23,2019
C,Naypyitaw,,False,Normal,1/16/2019,Female,677-11-0152,False,False,Cash,,False,Food and beverages,Satisfied,False,True,12/30/1899 6:08:00 PM,,,,,,839.34,$42.0,4.761904762,,,,,9,8.8,881.307,41.967,$881.3,93.26,2019
B,Mandalay,142-63-6033,True,Normal,3/20/2019,Male,142-63-6033,False,True,Ewallet,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 7:17:00 PM,$462,$23,5.0,$49,$485,461.8,$23.1,4.761904762,,,,,5,4.9,484.89,23.09,$484.9,92.36,2019
B,Mandalay,,False,Normal,1/4/2019,Male,656-16-1063,False,False,Credit card,,False,Sports and travel,Dissatisfied,False,True,12/30/1899 1:24:00 PM,,,,,,139.26,$7.0,4.761904762,,,,,3,4.4,146.223,6.963,$146.2,46.42,2019
B,Mandalay,891-58-8335,True,Member,3/11/2019,Female,891-58-8335,False,False,Cash,,False,Sports and travel,Neutral,False,True,12/30/1899 3:53:00 PM,$207,$10,7.0,$65,$218,207.27,$10.4,4.761904762,,,,,7,6.5,217.6335,10.3635,$217.6,29.61,2019
A,Yangon,802-43-8934,True,Normal,3/22/2019,Male,802-43-8934,False,True,Credit card,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 3:05:00 PM,$18,$1,1.0,$83,$19,18.28,$0.9,4.761904762,,,,,1,8.3,19.194,0.914,$19.2,18.28,2019
B,Mandalay,560-30-5617,True,Normal,3/24/2019,Female,560-30-5617,True,True,Cash,,False,Sports and travel,Satisfied,False,True,12/30/1899 6:27:00 PM,$124,$6,5.0,$85,$130,123.85,$6.2,4.761904762,,,,,5,8.5,130.0425,6.1925,$130.0,24.77,2019
A,Yangon,,False,Member,2/21/2019,Female,319-74-2561,False,False,Cash,319-74-2561,True,Electronic accessories,Neutral,False,True,12/30/1899 4:55:00 PM,,,,,,283.92,$14.2,4.761904762,283.92,14.196,3,298.116,3,5.5,298.116,14.196,$298.1,94.64,2019
B,Mandalay,,False,Normal,2/12/2019,Male,549-03-9315,False,False,Ewallet,549-03-9315,True,Fashion accessories,Satisfied,False,True,12/30/1899 12:58:00 PM,,,,,,758.96,$37.9,4.761904762,758.96,37.948,8,796.908,8,8.7,796.908,37.948,$796.9,94.87,2019
B,Mandalay,790-29-1172,True,Normal,3/10/2019,Female,790-29-1172,False,False,Credit card,,False,Food and beverages,Satisfied,False,True,12/30/1899 6:59:00 PM,$172,$9,3.0,$79,$181,172.02,$8.6,4.761904762,,,,,3,7.9,180.621,8.601,$180.6,57.34,2019
B,Mandalay,,False,Normal,1/31/2019,Male,239-36-3640,False,False,Ewallet,,False,Electronic accessories,Neutral,False,True,12/30/1899 1:44:00 PM,,,,,,272.1,$13.6,4.761904762,,,,,6,6.1,285.705,13.605,$285.7,45.35,2019
B,Mandalay,468-01-2051,True,Normal,3/6/2019,Male,468-01-2051,False,False,Ewallet,,False,Food and beverages,Neutral,False,True,12/30/1899 1:46:00 PM,$435,$22,7.0,$54,$456,434.56,$21.7,4.761904762,,,,,7,5.4,456.288,21.728,$456.3,62.08,2019
C,Naypyitaw,,False,Normal,2/17/2019,Male,389-25-3394,False,False,Cash,389-25-3394,True,Electronic accessories,Happy,False,True,12/30/1899 6:06:00 PM,,,,,,59.05,$3.0,4.761904762,59.05,2.9525,5,62.0025,5,9.4,62.0025,2.9525,$62.0,11.81,2019
C,Naypyitaw,,False,Member,2/21/2019,Female,279-62-1445,False,False,Cash,279-62-1445,True,Fashion accessories,Satisfied,False,True,12/30/1899 12:38:00 PM,,,,,,12.54,$0.6,4.761904762,12.54,0.627,1,13.167,1,8.2,13.167,0.627,$13.2,12.54,2019
A,Yangon,213-72-6612,True,Normal,3/20/2019,Male,213-72-6612,False,True,Cash,,False,Food and beverages,Neutral,False,True,12/30/1899 3:56:00 PM,$87,$4,2.0,$62,$91,86.5,$4.3,4.761904762,,,,,2,6.2,90.825,4.325,$90.8,43.25,2019
C,Naypyitaw,,False,Member,1/11/2019,Female,746-68-6593,False,False,Credit card,,False,Sports and travel,Happy,False,True,12/30/1899 2:29:00 PM,,,,,,174.32,$8.7,4.761904762,,,,,2,9.7,183.036,8.716,$183.0,87.16,2019
B,Mandalay,,False,Member,1/26/2019,Male,836-82-5858,False,False,Ewallet,,False,Health and beauty,Dissatisfied,False,True,12/30/1899 7:14:00 PM,,,,,,624.33,$31.2,4.761904762,,,,,9,4,655.5465,31.2165,$655.5,69.37,2019
C,Naypyitaw,,False,Member,1/31/2019,Male,583-72-1480,False,False,Ewallet,,False,Electronic accessories,Happy,False,True,12/30/1899 4:24:00 PM,,,,,,148.24,$7.4,4.761904762,,,,,4,9.7,155.652,7.412,$155.7,37.06,2019
B,Mandalay,,False,Member,2/26/2019,Female,466-61-5506,False,False,Cash,466-61-5506,True,Electronic accessories,Neutral,False,True,12/30/1899 10:52:00 AM,,,,,,544.2,$27.2,4.761904762,544.2,27.21,6,571.41,6,5.3,571.41,27.21,$571.4,90.7,2019
A,Yangon,721-86-6247,True,Normal,3/11/2019,Female,721-86-6247,False,False,Ewallet,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 12:55:00 PM,$507,$25,8.0,$74,$533,507.36,$25.4,4.761904762,,,,,8,7.4,532.728,25.368,$532.7,63.42,2019
B,Mandalay,,False,Normal,1/26/2019,Female,289-65-5721,False,False,Cash,,False,Fashion accessories,Neutral,False,True,12/30/1899 7:28:00 PM,,,,,,162.74,$8.1,4.761904762,,,,,2,6.5,170.877,8.137,$170.9,81.37,2019
B,Mandalay,545-46-3100,True,Member,3/12/2019,Female,545-46-3100,False,False,Credit card,,False,Electronic accessories,Satisfied,False,True,12/30/1899 1:52:00 PM,$32,$2,3.0,$87,$33,31.77,$1.6,4.761904762,,,,,3,8.7,33.3585,1.5885,$33.4,10.59,2019
B,Mandalay,,False,Normal,2/11/2019,Female,418-02-5978,False,False,Cash,418-02-5978,True,Health and beauty,Satisfied,False,True,12/30/1899 10:54:00 AM,,,,,,756.81,$37.8,4.761904762,756.81,37.8405,9,794.6505,9,8,794.6505,37.8405,$794.7,84.09,2019
B,Mandalay,,False,Member,2/21/2019,Male,269-04-5750,False,False,Cash,269-04-5750,True,Fashion accessories,Neutral,False,True,12/30/1899 6:31:00 PM,,,,,,295.28,$14.8,4.761904762,295.28,14.764,4,310.044,4,6.7,310.044,14.764,$310.0,73.82,2019
A,Yangon,157-13-5295,True,Member,3/9/2019,Male,157-13-5295,False,False,Ewallet,,False,Health and beauty,Neutral,False,True,12/30/1899 6:24:00 PM,$519,$26,10.0,$65,$545,519.4,$26.0,4.761904762,,,,,10,6.5,545.37,25.97,$545.4,51.94,2019
A,Yangon,,False,Normal,1/20/2019,Female,645-78-8093,False,False,Ewallet,,False,Sports and travel,Dissatisfied,False,True,12/30/1899 6:09:00 PM,,,,,,186.28,$9.3,4.761904762,,,,,2,4.1,195.594,9.314,$195.6,93.14,2019
C,Naypyitaw,,False,Normal,1/28/2019,Male,211-30-9270,False,False,Credit card,,False,Health and beauty,Dissatisfied,False,True,12/30/1899 3:16:00 PM,,,,,,87.05,$4.4,4.761904762,,,,,5,4.9,91.4025,4.3525,$91.4,17.41,2019
C,Naypyitaw,755-12-3214,True,Member,3/5/2019,Female,755-12-3214,False,False,Credit card,,False,Fashion accessories,Satisfied,False,True,12/30/1899 5:07:00 PM,$221,$11,5.0,$86,$232,221.1,$11.1,4.761904762,,,,,5,8.6,232.155,11.055,$232.2,44.22,2019
B,Mandalay,346-84-3103,True,Member,3/2/2019,Female,346-84-3103,False,False,Cash,,False,Electronic accessories,Dissatisfied,False,True,12/30/1899 7:26:00 PM,$66,$3,5.0,$43,$69,66.1,$3.3,4.761904762,,,,,5,4.3,69.405,3.305,$69.4,13.22,2019
A,Yangon,,False,Normal,1/11/2019,Male,478-06-7835,False,False,Ewallet,,False,Fashion accessories,Dissatisfied,False,True,12/30/1899 11:20:00 AM,,,,,,89.69,$4.5,4.761904762,,,,,1,4.9,94.1745,4.4845,$94.2,89.69,2019
A,Yangon,,False,Normal,1/11/2019,Male,540-11-4336,False,False,Credit card,,False,Food and beverages,Neutral,False,True,12/30/1899 4:49:00 PM,,,,,,224.46,$11.2,4.761904762,,,,,9,5.6,235.683,11.223,$235.7,24.94,2019
A,Yangon,448-81-5016,True,Normal,3/11/2019,Male,448-81-5016,False,False,Credit card,,False,Health and beauty,Neutral,False,True,12/30/1899 12:01:00 PM,$120,$6,2.0,$58,$126,119.54,$6.0,4.761904762,,,,,2,5.8,125.517,5.977,$125.5,59.77,2019
C,Naypyitaw,,False,Member,2/28/2019,Male,142-72-4741,False,False,Credit card,142-72-4741,True,Fashion accessories,Neutral,False,True,12/30/1899 6:37:00 PM,,,,,,186.4,$9.3,4.761904762,186.4,9.32,2,195.72,2,6,195.72,9.32,$195.7,93.2,2019
A,Yangon,,False,Member,1/5/2019,Male,217-58-1179,False,False,Cash,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 11:25:00 AM,,,,,,250.6,$12.5,4.761904762,,,,,4,4.2,263.13,12.53,$263.1,62.65,2019
B,Mandalay,,False,Normal,2/2/2019,Male,376-02-8238,False,False,Credit card,376-02-8238,True,Home and lifestyle,Satisfied,False,True,12/30/1899 6:42:00 PM,,,,,,750.96,$37.5,4.761904762,750.96,37.548,8,788.508,8,8.3,788.508,37.548,$788.5,93.87,2019
A,Yangon,,False,Member,1/1/2019,Male,530-90-9855,False,False,Cash,,False,Home and lifestyle,Neutral,False,True,12/30/1899 2:47:00 PM,,,,,,380.72,$19.0,4.761904762,,,,,8,5.7,399.756,19.036,$399.8,47.59,2019
B,Mandalay,,False,Member,2/9/2019,Female,866-05-7563,False,False,Cash,866-05-7563,True,Electronic accessories,Dissatisfied,False,True,12/30/1899 7:43:00 PM,,,,,,244.2,$12.2,4.761904762,244.2,12.21,3,256.41,3,4.8,256.41,12.21,$256.4,81.4,2019
A,Yangon,,False,Member,1/23/2019,Male,604-70-6476,False,False,Ewallet,,False,Fashion accessories,Neutral,False,True,12/30/1899 2:04:00 PM,,,,,,89.7,$4.5,4.761904762,,,,,5,6.8,94.185,4.485,$94.2,17.94,2019
A,Yangon,,False,Member,1/7/2019,Male,799-71-1548,False,False,Credit card,,False,Electronic accessories,Satisfied,False,True,12/30/1899 4:11:00 PM,,,,,,310.88,$15.5,4.761904762,,,,,4,8.8,326.424,15.544,$326.4,77.72,2019
B,Mandalay,,False,Normal,1/14/2019,Male,785-13-7708,False,False,Credit card,,False,Food and beverages,Dissatisfied,False,True,12/30/1899 7:06:00 PM,,,,,,511.42,$25.6,4.761904762,,,,,7,4.2,536.991,25.571,$537.0,73.06,2019
B,Mandalay,,False,Member,2/2/2019,Male,845-51-0542,False,False,Ewallet,845-51-0542,True,Food and beverages,Neutral,False,True,12/30/1899 3:34:00 PM,,,,,,418.95,$20.9,4.761904762,418.95,20.9475,9,439.8975,9,6.4,439.8975,20.9475,$439.9,46.55,2019
C,Naypyitaw,662-47-5456,True,Member,3/17/2019,Male,662-47-5456,False,True,Credit card,,False,Fashion accessories,Satisfied,False,True,12/30/1899 7:06:00 PM,$352,$18,10.0,$84,$369,351.9,$17.6,4.761904762,,,,,10,8.4,369.495,17.595,$369.5,35.19,2019
C,Naypyitaw,883-17-4236,True,Normal,3/2/2019,Female,883-17-4236,False,False,Credit card,,False,Sports and travel,Satisfied,False,True,12/30/1899 7:44:00 PM,$29,$1,2.0,$72,$30,28.78,$1.4,4.761904762,,,,,2,7.2,30.219,1.439,$30.2,14.39,2019
A,Yangon,290-68-2984,True,Normal,3/16/2019,Male,290-68-2984,False,False,Cash,,False,Home and lifestyle,Neutral,False,True,12/30/1899 11:22:00 AM,$95,$5,4.0,$52,$100,95,$4.8,4.761904762,,,,,4,5.2,99.75,4.75,$99.8,23.75,2019
A,Yangon,,False,Member,1/6/2019,Male,704-11-6354,False,False,Cash,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 11:23:00 AM,,,,,,471.2,$23.6,4.761904762,,,,,8,8.9,494.76,23.56,$494.8,58.9,2019
B,Mandalay,,False,Member,1/29/2019,Male,110-48-7033,False,False,Cash,,False,Fashion accessories,Happy,False,True,12/30/1899 2:12:00 PM,,,,,,130.48,$6.5,4.761904762,,,,,4,9,137.004,6.524,$137.0,32.62,2019
A,Yangon,,False,Member,1/31/2019,Male,366-93-0948,False,False,Credit card,,False,Electronic accessories,Happy,False,True,12/30/1899 10:46:00 AM,,,,,,66.35,$3.3,4.761904762,,,,,1,9.7,69.6675,3.3175,$69.7,66.35,2019
A,Yangon,,False,Member,2/5/2019,Male,729-09-9681,False,False,Ewallet,729-09-9681,True,Home and lifestyle,Satisfied,False,True,12/30/1899 10:16:00 AM,,,,,,155.46,$7.8,4.761904762,155.46,7.773,6,163.233,6,8.7,163.233,7.773,$163.2,25.91,2019
A,Yangon,,False,Member,2/13/2019,Male,151-16-1484,False,False,Ewallet,151-16-1484,True,Electronic accessories,Neutral,False,True,12/30/1899 12:38:00 PM,,,,,,129,$6.5,4.761904762,129,6.45,4,135.45,4,6.5,135.45,6.45,$135.5,32.25,2019
C,Naypyitaw,,False,Member,2/7/2019,Male,380-94-4661,False,False,Credit card,380-94-4661,True,Electronic accessories,Neutral,False,True,12/30/1899 1:05:00 PM,,,,,,263.76,$13.2,4.761904762,263.76,13.188,4,276.948,4,6.9,276.948,13.188,$276.9,65.94,2019
A,Yangon,850-41-9669,True,Normal,3/19/2019,Female,850-41-9669,False,True,Ewallet,,False,Electronic accessories,Neutral,False,True,12/30/1899 1:25:00 PM,$676,$34,9.0,$62,$709,675.54,$33.8,4.761904762,,,,,9,6.2,709.317,33.777,$709.3,75.06,2019
C,Naypyitaw,821-07-3596,True,Normal,3/7/2019,Female,821-07-3596,False,False,Ewallet,,False,Fashion accessories,Neutral,False,True,12/30/1899 2:53:00 PM,$66,$3,4.0,$56,$69,65.8,$3.3,4.761904762,,,,,4,5.6,69.09,3.29,$69.1,16.45,2019
B,Mandalay,655-85-5130,True,Member,3/13/2019,Female,655-85-5130,False,False,Cash,,False,Fashion accessories,Neutral,False,True,12/30/1899 7:22:00 PM,$153,$8,4.0,$57,$161,153.2,$7.7,4.761904762,,,,,4,5.7,160.86,7.66,$160.9,38.3,2019
A,Yangon,,False,Member,2/9/2019,Female,447-15-7839,False,False,Cash,447-15-7839,True,Sports and travel,Dissatisfied,False,True,12/30/1899 11:00:00 AM,,,,,,222.4,$11.1,4.761904762,222.4,11.12,10,233.52,10,4.2,233.52,11.12,$233.5,22.24,2019
B,Mandalay,,False,Normal,2/26/2019,Male,154-74-7179,False,False,Ewallet,154-74-7179,True,Sports and travel,Satisfied,False,True,12/30/1899 7:24:00 PM,,,,,,54.45,$2.7,4.761904762,54.45,2.7225,1,57.1725,1,7.9,57.1725,2.7225,$57.2,54.45,2019
A,Yangon,253-12-6086,True,Member,3/12/2019,Female,253-12-6086,False,False,Credit card,,False,Sports and travel,Satisfied,False,True,12/30/1899 12:43:00 PM,$689,$34,7.0,$87,$723,688.8,$34.4,4.761904762,,,,,7,8.7,723.24,34.44,$723.2,98.4,2019
C,Naypyitaw,808-65-0703,True,Normal,3/14/2019,Male,808-65-0703,False,False,Credit card,,False,Home and lifestyle,Neutral,False,True,12/30/1899 5:22:00 PM,$142,$7,4.0,$69,$149,141.88,$7.1,4.761904762,,,,,4,6.9,148.974,7.094,$149.0,35.47,2019
B,Mandalay,,False,Member,1/8/2019,Female,571-94-0759,False,False,Cash,,False,Food and beverages,Happy,False,True,12/30/1899 8:55:00 PM,,,,,,746,$37.3,4.761904762,,,,,10,9.5,783.3,37.3,$783.3,74.6,2019
A,Yangon,,False,Member,1/5/2019,Male,144-51-6085,False,False,Credit card,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 4:05:00 PM,,,,,,282.96,$14.1,4.761904762,,,,,4,4.4,297.108,14.148,$297.1,70.74,2019
A,Yangon,,False,Member,1/4/2019,Female,731-14-2199,False,False,Ewallet,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 1:34:00 PM,,,,,,355.4,$17.8,4.761904762,,,,,10,7,373.17,17.77,$373.2,35.54,2019
B,Mandalay,783-09-1637,True,Normal,3/6/2019,Female,783-09-1637,False,False,Ewallet,,False,Sports and travel,Neutral,False,True,12/30/1899 6:13:00 PM,$337,$17,5.0,$63,$354,337.15,$16.9,4.761904762,,,,,5,6.3,354.0075,16.8575,$354.0,67.43,2019
C,Naypyitaw,,False,Member,1/3/2019,Female,687-15-1097,False,False,Cash,,False,Health and beauty,Happy,False,True,12/30/1899 7:17:00 PM,,,,,,42.24,$2.1,4.761904762,,,,,2,9.7,44.352,2.112,$44.4,21.12,2019
A,Yangon,,False,Member,1/7/2019,Female,126-54-1082,False,False,Credit card,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 11:44:00 AM,,,,,,193.86,$9.7,4.761904762,,,,,9,8.8,203.553,9.693,$203.6,21.54,2019
A,Yangon,,False,Normal,1/27/2019,Female,633-91-1052,False,False,Cash,,False,Home and lifestyle,Neutral,False,True,12/30/1899 3:51:00 PM,,,,,,24.06,$1.2,4.761904762,,,,,2,5.1,25.263,1.203,$25.3,12.03,2019
B,Mandalay,,False,Normal,2/26/2019,Female,477-24-6490,False,False,Ewallet,477-24-6490,True,Health and beauty,Satisfied,False,True,12/30/1899 4:52:00 PM,,,,,,598.26,$29.9,4.761904762,598.26,29.913,6,628.173,6,7.9,628.173,29.913,$628.2,99.71,2019
B,Mandalay,,False,Normal,1/7/2019,Male,566-19-5475,False,False,Cash,,False,Fashion accessories,Neutral,False,True,12/30/1899 8:52:00 PM,,,,,,335.79,$16.8,4.761904762,,,,,7,6.2,352.5795,16.7895,$352.6,47.97,2019
C,Naypyitaw,,False,Member,1/7/2019,Female,526-86-8552,False,False,Cash,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 5:36:00 PM,,,,,,218.2,$10.9,4.761904762,,,,,10,7.1,229.11,10.91,$229.1,21.82,2019
C,Naypyitaw,,False,Normal,2/2/2019,Female,376-56-3573,False,False,Ewallet,376-56-3573,True,Fashion accessories,Neutral,False,True,12/30/1899 1:23:00 PM,,,,,,381.68,$19.1,4.761904762,381.68,19.084,4,400.764,4,6.4,400.764,19.084,$400.8,95.42,2019
C,Naypyitaw,537-72-0426,True,Member,3/20/2019,Male,537-72-0426,False,True,Cash,,False,Fashion accessories,Neutral,False,True,12/30/1899 4:28:00 PM,$710,$35,10.0,$57,$745,709.9,$35.5,4.761904762,,,,,10,5.7,745.395,35.495,$745.4,70.99,2019
A,Yangon,828-61-5674,True,Member,3/20/2019,Male,828-61-5674,False,True,Credit card,,False,Sports and travel,Happy,False,True,12/30/1899 7:57:00 PM,$440,$22,10.0,$96,$462,440.2,$22.0,4.761904762,,,,,10,9.6,462.21,22.01,$462.2,44.02,2019
A,Yangon,,False,Normal,2/15/2019,Female,136-08-6195,False,False,Credit card,136-08-6195,True,Home and lifestyle,Neutral,False,True,12/30/1899 5:01:00 PM,,,,,,559.68,$28.0,4.761904762,559.68,27.984,8,587.664,8,6.4,587.664,27.984,$587.7,69.96,2019
C,Naypyitaw,523-38-0215,True,Normal,3/6/2019,Male,523-38-0215,False,False,Credit card,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 1:29:00 PM,$37,$2,1.0,$79,$39,37,$1.9,4.761904762,,,,,1,7.9,38.85,1.85,$38.9,37,2019
A,Yangon,,False,Normal,1/6/2019,Female,490-29-1201,False,False,Cash,,False,Sports and travel,Neutral,False,True,12/30/1899 11:09:00 AM,,,,,,15.34,$0.8,4.761904762,,,,,1,6.5,16.107,0.767,$16.1,15.34,2019
A,Yangon,667-92-0055,True,Member,3/4/2019,Male,667-92-0055,False,False,Ewallet,,False,Health and beauty,Satisfied,False,True,12/30/1899 3:02:00 PM,$599,$30,6.0,$85,$629,598.98,$29.9,4.761904762,,,,,6,8.5,628.929,29.949,$628.9,99.83,2019
A,Yangon,565-17-3836,True,Member,3/12/2019,Female,565-17-3836,False,False,Cash,,False,Health and beauty,Happy,False,True,12/30/1899 2:21:00 PM,$191,$10,4.0,$91,$200,190.68,$9.5,4.761904762,,,,,4,9.1,200.214,9.534,$200.2,47.67,2019
B,Mandalay,,False,Normal,2/20/2019,Male,498-41-1961,False,False,Cash,498-41-1961,True,Health and beauty,Satisfied,False,True,12/30/1899 6:01:00 PM,,,,,,333.4,$16.7,4.761904762,333.4,16.67,5,350.07,5,7.6,350.07,16.67,$350.1,66.68,2019
C,Naypyitaw,593-95-4461,True,Member,3/24/2019,Male,593-95-4461,True,True,Cash,,False,Home and lifestyle,Neutral,False,True,12/30/1899 2:49:00 PM,$75,$4,1.0,$69,$79,74.86,$3.7,4.761904762,,,,,1,6.9,78.603,3.743,$78.6,74.86,2019
C,Naypyitaw,,False,Normal,1/31/2019,Female,226-71-3580,False,False,Cash,,False,Sports and travel,Happy,False,True,12/30/1899 12:02:00 PM,,,,,,213.75,$10.7,4.761904762,,,,,9,9.5,224.4375,10.6875,$224.4,23.75,2019
B,Mandalay,,False,Normal,1/25/2019,Female,283-79-9594,False,False,Credit card,,False,Food and beverages,Neutral,False,True,12/30/1899 1:30:00 PM,,,,,,339.57,$17.0,4.761904762,,,,,7,5.2,356.5485,16.9785,$356.5,48.51,2019
A,Yangon,,False,Member,2/3/2019,Female,430-60-3493,False,False,Cash,430-60-3493,True,Home and lifestyle,Dissatisfied,False,True,12/30/1899 2:38:00 PM,,,,,,664.16,$33.2,4.761904762,664.16,33.208,7,697.368,7,4.2,697.368,33.208,$697.4,94.88,2019
B,Mandalay,,False,Member,1/24/2019,Male,139-20-0155,False,False,Credit card,,False,Electronic accessories,Satisfied,False,True,12/30/1899 5:37:00 PM,,,,,,403,$20.2,4.761904762,,,,,10,7,423.15,20.15,$423.2,40.3,2019
C,Naypyitaw,558-80-4082,True,Normal,3/14/2019,Male,558-80-4082,False,False,Ewallet,,False,Electronic accessories,Neutral,False,True,12/30/1899 5:20:00 PM,$195,$10,7.0,$60,$205,194.95,$9.7,4.761904762,,,,,7,6,204.6975,9.7475,$204.7,27.85,2019
A,Yangon,,False,Member,2/18/2019,Female,278-97-7759,False,False,Cash,278-97-7759,True,Electronic accessories,Dissatisfied,False,True,12/30/1899 8:29:00 PM,,,,,,62.48,$3.1,4.761904762,62.48,3.124,1,65.604,1,4.7,65.604,3.124,$65.6,62.48,2019
